Numer identyfikacyjny gracza,Imię gracza,Nazwisko gracza,Płeć,Data urodzenia,Data dołączenia,Miasto zamieszkania,Status członkostwa
5307,Róża,Mizgała,K,1949-02-18,2023-02-09 19:52:35,Bielsk Podlaski,Standard
5308,Leon,Haremza,M,1968-03-29,2023-08-29 11:14:18,Suwałki,Silver
5309,Janina,Sporek,K,1995-12-06,2022-12-29 06:00:17,Wyszków,Standard
5310,Patryk,Wiszowaty,M,1971-11-18,2023-06-20 21:11:23,Czerwionka-Leszczyny,Gold
5311,Dariusz,Janc,M,1963-11-17,2022-08-27 12:50:07,Radom,Standard
5312,Rozalia,Garncarek,K,1997-12-30,2022-08-09 06:20:11,Konin,Standard
5313,Tomasz,Rduch,M,1956-10-31,2023-01-17 14:39:49,Szczecin,Standard
5314,Nicole,Wejman,K,1995-09-27,2022-08-21 01:00:47,Starogard Gdański,Standard
5315,Nela,Raczkiewicz,K,1955-12-26,2023-09-03 21:55:25,Rzeszów,Gold
5316,Kamila,Porzucek,K,1952-06-25,2023-01-06 05:08:07,Ząbki,Standard
5317,Przemysław,Stypa,M,1952-02-05,2023-03-12 06:26:57,Malbork,Silver
5318,Oskar,Huczek,M,1963-11-25,2023-12-31 06:58:32,Radom,VIP
5319,Elżbieta,Kędziorek,K,1959-02-05,2023-09-25 19:06:48,Kwidzyn,Standard
5320,Piotr,Szwiec,M,1950-10-08,2023-03-03 13:48:42,Bełchatów,Silver
5321,Maciej,Kanarek,M,1951-02-11,2022-02-10 03:35:45,Ostrowiec Świętokrzyski,Silver
5322,Ewa,Kierat,K,1972-12-08,2023-10-07 05:09:43,Sanok,Standard
5323,Natan,Leszczuk,M,1949-09-10,2023-01-28 14:19:13,Gdynia,Silver
5324,Sandra,Wisła,K,1986-06-16,2022-12-07 22:15:40,Zakopane,Silver
5325,Grzegorz,Łaskawiec,M,2006-02-19,2023-09-22 03:11:12,Wałcz,Silver
5326,Jędrzej,Pusz,M,1959-03-30,2023-07-08 17:37:51,Pszczyna,Silver
5327,Elżbieta,Buszkiewicz,K,1986-12-28,2022-10-04 15:22:27,Ostrów Mazowiecka,Standard
5328,Nataniel,Bednarowicz,M,1972-08-06,2023-11-29 08:54:34,Bytom,Silver
5329,Konrad,Kościesza,M,1971-07-22,2023-11-26 23:42:56,Dąbrowa Górnicza,Standard
5330,Kazimierz,Mortka,M,1969-02-07,2022-07-23 22:14:14,Bielawa,Standard
5331,Kalina,Langa,K,1963-11-03,2022-07-31 20:11:11,Bydgoszcz,Silver
5332,Sara,Tokaj,K,1994-10-10,2022-01-13 14:59:35,Piekary Śląskie,Gold
5333,Aurelia,Sobolak,K,1969-08-21,2022-12-27 13:12:15,Zduńska Wola,Standard
5334,Dagmara,Chmara,K,1978-09-11,2023-07-27 17:20:16,Skierniewice,VIP
5335,Klara,Jas,K,1974-11-24,2022-04-03 17:22:36,Kielce,Silver
5336,Marika,Mizia,K,1981-01-27,2023-04-18 20:56:26,Bełchatów,Gold
5337,Daniel,Stosik,M,1954-03-10,2022-09-02 21:01:59,Pabianice,Standard
5338,Gaja,Leszkiewicz,K,1954-08-31,2022-06-19 13:12:26,Będzin,VIP
5339,Aurelia,Parada,K,1955-01-29,2023-03-18 01:53:31,Ostrów Mazowiecka,Silver
5340,Ida,Marach,K,1953-10-29,2023-02-09 04:35:38,Skierniewice,Standard
5341,Sandra,Klamka,K,1971-12-06,2023-03-10 03:44:56,Grodzisk Mazowiecki,Standard
5342,Dominik,Siemieniec,M,1966-02-01,2022-04-02 07:44:05,Swarzędz,Standard
5343,Sonia,Szarejko,K,2000-07-26,2022-03-29 21:32:43,Łowicz,Gold
5344,Inga,Czubaj,K,1960-11-20,2022-01-24 16:12:11,Kluczbork,Standard
5345,Damian,Damek,M,1986-09-03,2023-05-31 05:47:08,Lębork,Standard
5346,Rozalia,Gęsiarz,K,1996-02-23,2022-03-29 19:39:20,Mielec,Silver
5347,Natan,Beker,M,1962-01-16,2022-01-07 07:36:30,Bielawa,Gold
5348,Jan,Goliszek,M,1990-10-01,2022-12-06 02:19:40,Ełk,Standard
5349,Tomasz,Bona,M,1996-06-04,2023-11-10 21:33:50,Nowy Dwór Mazowiecki,Silver
5350,Kamila,Piaścik,K,1984-11-11,2023-11-24 15:14:57,Wałbrzych,Gold
5351,Emil,Gotfryd,M,1988-10-08,2022-09-28 08:26:49,Zielona Góra,Silver
5352,Ewa,Fołta,K,1968-03-31,2023-09-01 20:57:20,Kraśnik,Standard
5353,Michał,Bzdęga,M,1970-12-08,2022-07-02 18:53:07,Police,Standard
5354,Blanka,Zaguła,K,1961-01-20,2023-08-02 03:29:01,Kielce,VIP
5355,Marika,Ernst,K,1980-08-09,2022-07-26 04:15:33,Skierniewice,Silver
5356,Norbert,Fąferek,M,1961-03-27,2023-04-18 09:45:11,Bielawa,Standard
5357,Jan,Szarejko,M,1969-01-03,2023-01-01 07:02:56,Piotrków Trybunalski,Silver
5358,Sylwia,Szpala,K,1972-02-02,2022-08-06 11:50:21,Rybnik,Silver
5359,Ernest,Obarzanek,M,2005-06-17,2023-03-09 18:38:34,Łódź,Standard
5360,Karina,Lorens,K,1951-11-16,2022-11-16 19:59:18,Wieluń,Silver
5361,Justyna,Drynda,K,2000-01-02,2022-05-04 01:58:53,Września,Silver
5362,Melania,Kieca,K,1970-04-25,2023-04-18 08:12:54,Lubartów,Standard
5363,Franciszek,Obiała,M,1947-02-18,2022-10-19 14:18:02,Kościan,Standard
5364,Sandra,Narożna,K,1952-02-18,2023-06-20 04:07:16,Polkowice,Gold
5365,Sebastian,Kowara,M,1986-01-28,2022-10-28 23:55:21,Żory,Silver
5366,Kalina,Drop,K,1948-02-04,2022-07-29 14:44:36,Kętrzyn,Gold
5367,Ada,Sałuda,K,2006-12-08,2023-05-17 07:55:34,Zabrze,Gold
5368,Kornelia,Wocial,K,1961-05-06,2022-07-04 00:36:13,Chełm,Standard
5369,Róża,Bielas,K,1962-11-21,2023-03-19 13:19:21,Koszalin,Silver
5370,Paweł,Glaza,M,2007-06-27,2023-07-24 14:46:37,Sochaczew,Standard
5371,Melania,Kurbiel,K,1989-11-01,2022-10-30 02:43:21,Brzeg,Gold
5372,Bruno,Spólnik,M,1971-03-29,2023-07-19 18:34:33,Oleśnica,Silver
5373,Dagmara,Krzyżostaniak,K,1955-03-17,2022-02-06 02:00:53,Cieszyn,Standard
5374,Adrianna,Kiliszek,K,1977-07-17,2022-08-18 02:11:35,Nowa Sól,VIP
5375,Róża,Olesiejuk,K,1949-03-27,2023-01-02 19:11:02,Grudziądz,Silver
5376,Artur,Zaczyk,M,1986-08-05,2023-02-13 17:54:46,Oświęcim,Standard
5377,Radosław,Czapiga,M,1970-04-02,2022-01-15 05:32:15,Stalowa Wola,Standard
5378,Natasza,Ogrodowicz,K,1993-03-09,2023-02-14 03:24:24,Wrocław,Standard
5379,Liwia,Kubisz,K,2006-10-04,2023-08-01 10:54:20,Nowy Targ,Standard
5380,Konrad,Gwardiak,M,1962-05-13,2022-07-25 21:45:03,Słupsk,Standard
5381,Ida,Zegadło,K,1978-07-28,2023-01-08 18:58:05,Brzeg,Standard
5382,Mikołaj,Sass,M,1978-10-14,2023-06-19 13:38:55,Zgorzelec,Standard
5383,Tymon,Ekert,M,1953-04-14,2022-05-19 03:59:02,Wodzisław Śląski,Standard
5384,Robert,Masłoń,M,1965-01-21,2022-09-07 03:06:31,Białogard,Gold
5385,Karina,Wójt,K,1946-09-29,2022-08-07 06:52:07,Świecie,VIP
5386,Sebastian,Kwarciak,M,1992-06-04,2023-04-04 00:59:58,Zielona Góra,Gold
5387,Marek,Grabias,M,1961-02-13,2023-09-30 12:34:11,Nowy Dwór Mazowiecki,Standard
5388,Tomasz,Pielka,M,1950-11-11,2023-04-10 01:49:41,Poznań,Gold
5389,Ewa,Bździuch,K,1986-02-09,2023-01-04 16:59:19,Bielsko-Biała,Gold
5390,Przemysław,Siemieniec,M,1946-08-03,2022-08-11 03:08:41,Czechowice-Dziedzice,Silver
5391,Julian,Jakoniuk,M,1956-12-02,2022-04-14 03:40:29,Środa Wielkopolska,Silver
5392,Sebastian,Fugiel,M,1962-05-16,2023-11-16 08:17:09,Police,Silver
5393,Artur,Kandora,M,1983-09-03,2023-10-22 00:37:27,Konin,Silver
5394,Dagmara,Magier,K,1953-11-28,2023-11-03 17:09:30,Świnoujście,Standard
5395,Julita,Wąsala,K,1979-10-26,2022-03-24 14:46:25,Mikołów,Standard
5396,Dariusz,Błażejak,M,1969-03-11,2023-04-04 09:36:22,Polkowice,Standard
5397,Stanisław,Szwałek,M,1946-01-06,2022-05-21 04:05:30,Skarżysko-Kamienna,Standard
5398,Łukasz,Paliga,M,1982-03-31,2022-11-25 17:23:17,Kluczbork,Silver
5399,Aleks,Florian,M,1976-10-23,2022-01-29 05:14:02,Chojnice,Standard
5400,Kornelia,Gajzler,K,1973-06-28,2022-09-22 07:56:29,Olkusz,Silver
5401,Emil,Tokarek,M,1994-03-04,2023-05-23 01:49:20,Krosno,Silver
5402,Olga,Szylar,K,2004-09-07,2023-09-21 22:54:43,Siedlce,Standard
5403,Adam,Gorol,M,1960-03-01,2022-03-19 20:15:37,Bolesławiec,Standard
5404,Tymon,Duczmal,M,1993-05-26,2022-11-08 23:11:00,Tomaszów Mazowiecki,Standard
5405,Monika,Kwoka,K,1990-10-18,2022-11-24 06:48:27,Bełchatów,Silver
5406,Kaja,Liśkiewicz,K,1961-10-31,2022-04-12 08:27:01,Bochnia,Silver
5407,Julianna,Frelich,K,1969-05-01,2022-05-12 21:51:53,Pszczyna,Silver
5408,Bianka,Szumiło,K,1956-05-09,2022-10-30 08:19:45,Starachowice,Standard
5409,Mikołaj,Judek,M,1982-07-19,2023-10-27 04:51:15,Czechowice-Dziedzice,Gold
5410,Ada,Węgrzynek,K,1972-05-17,2022-10-21 16:54:30,Goleniów,Gold
5411,Nicole,Gnyp,K,1962-03-07,2023-02-27 08:35:44,Ostrołęka,Silver
5412,Anna Maria,Żakiewicz,K,2007-05-08,2022-04-06 18:50:55,Kluczbork,VIP
5413,Eryk,Filusz,M,1988-03-24,2022-09-19 22:54:19,Krosno,Silver
5414,Eliza,Dubel,K,1986-10-30,2022-04-09 15:47:07,Katowice,Gold
5415,Gabriel,Świech,M,1948-09-21,2023-05-09 09:23:46,Chorzów,Standard
5416,Nela,Helman,K,1975-12-05,2022-08-05 11:23:13,Olsztyn,Standard
5417,Kajetan,Superson,M,1985-12-03,2022-09-20 17:48:48,Siedlce,Standard
5418,Dagmara,Boruc,K,1969-12-25,2023-02-25 13:56:23,Warszawa,Standard
5419,Jerzy,Morka,M,1999-11-15,2022-03-08 09:19:59,Zambrów,Gold
5420,Bianka,Fogel,K,1971-05-21,2023-04-28 22:01:34,Jawor,Standard
5421,Liwia,Milczarczyk,K,1946-01-27,2023-05-11 17:08:37,Czerwionka-Leszczyny,Standard
5422,Dominik,Misiaszek,M,2004-06-18,2023-08-25 05:48:41,Olkusz,Silver
5423,Elżbieta,Bulak,K,1995-12-30,2023-05-20 03:52:17,Żywiec,Standard
5424,Tadeusz,Rok,M,1987-10-17,2023-10-17 12:34:53,Kraśnik,Standard
5425,Artur,Komander,M,1986-02-14,2023-04-21 10:35:51,Zgorzelec,Standard
5426,Sara,Wincenciak,K,1950-04-20,2023-05-02 20:53:51,Siemianowice Śląskie,Gold
5427,Damian,Reichel,M,1986-08-25,2023-12-31 05:04:47,Goleniów,Silver
5428,Aurelia,Wołoszczuk,K,1945-02-16,2023-04-18 07:00:05,Nowy Dwór Mazowiecki,Standard
5429,Kajetan,Szeja,M,2003-01-04,2023-05-04 17:45:05,Nowy Targ,Silver
5430,Aurelia,Rosada,K,1983-08-18,2023-08-17 20:07:41,Wągrowiec,Silver
5431,Fryderyk,Breś,M,1975-01-06,2023-10-01 21:51:54,Sopot,Gold
5432,Marianna,Figat,K,1965-03-07,2023-12-09 10:45:47,Kościerzyna,Gold
5433,Tola,Rogal,K,1964-02-17,2022-10-02 02:35:00,Wołomin,Standard
5434,Hubert,Sobuś,M,1976-12-10,2022-04-29 04:36:10,Śrem,Silver
5435,Elżbieta,Bitner,K,1999-05-12,2023-05-25 03:09:15,Zakopane,Silver
5436,Leonard,Romaniak,M,1966-08-19,2022-03-06 16:40:02,Lubartów,Silver
5437,Igor,Adrian,M,1973-05-23,2022-01-09 07:29:17,Kętrzyn,Silver
5438,Justyna,Noras,K,1947-09-20,2022-09-03 11:29:41,Warszawa,Standard
5439,Ida,Lipowicz,K,2000-06-13,2023-01-08 23:12:40,Zgorzelec,Silver
5440,Kornelia,Gadzała,K,2004-08-22,2023-08-19 15:09:23,Kłodzko,Standard
5441,Andrzej,Madejczyk,M,1997-02-16,2023-05-30 16:45:25,Ząbki,Silver
5442,Kalina,Świt,K,2002-11-18,2023-07-21 10:35:37,Katowice,Standard
5443,Anita,Wardziak,K,1956-02-20,2022-01-17 18:38:07,Grodzisk Mazowiecki,Standard
5444,Dagmara,Goss,K,1974-09-13,2023-09-21 07:15:29,Łuków,Gold
5445,Ewelina,Macek,K,1992-12-29,2023-08-16 12:08:43,Suwałki,Standard
5446,Lidia,Trybus,K,1968-04-19,2022-03-30 10:46:04,Ostrowiec Świętokrzyski,Gold
5447,Bruno,Kujda,M,1997-11-10,2023-04-19 07:36:34,Ostrów Mazowiecka,Silver
5448,Melania,Burnat,K,1955-01-18,2022-10-06 09:29:57,Bytom,Standard
5449,Adrianna,Wiciak,K,1987-03-17,2022-07-31 09:32:32,Tarnowskie Góry,Silver
5450,Daniel,Banek,M,1995-08-23,2022-03-11 16:24:36,Oleśnica,Standard
5451,Janina,Dadej,K,1946-04-03,2022-10-30 07:57:52,Jawor,Standard
5452,Ida,Broniek,K,1966-06-21,2022-12-04 02:33:24,Ostróda,Gold
5453,Ida,Fitrzyk,K,1967-09-26,2023-03-11 18:09:28,Piekary Śląskie,Standard
5454,Roksana,Niesporek,K,1973-03-14,2023-05-11 16:02:04,Jasło,Standard
5455,Michał,Szmajda,M,1998-03-18,2022-08-26 22:40:10,Reda,Standard
5456,Mateusz,Figat,M,1961-11-01,2023-01-11 19:05:06,Lubartów,Silver
5457,Liwia,Kozdrój,K,1946-08-12,2022-04-15 13:30:46,Świdnica,Silver
5458,Wiktor,Dorna,M,1954-03-05,2022-10-04 16:52:03,Ostrów Wielkopolski,Gold
5459,Ewa,Nieścior,K,1977-07-05,2023-06-05 20:31:38,Chrzanów,Silver
5460,Kajetan,Franik,M,1998-01-21,2022-01-23 14:45:22,Pruszcz Gdański,Standard
5461,Dorota,Osipiuk,K,1964-08-27,2022-01-17 17:12:11,Częstochowa,Standard
5462,Monika,Januszko,K,1967-03-20,2022-01-13 15:45:56,Żyrardów,Standard
5463,Apolonia,Rubacha,K,1989-11-09,2023-01-27 07:39:39,Sandomierz,Standard
5464,Rozalia,Morka,K,1969-05-09,2023-05-19 20:41:03,Pruszków,Silver
5465,Adam,Sankiewicz,M,1978-09-21,2023-04-22 18:00:21,Żagań,Standard
5466,Aniela,Korta,K,1956-05-31,2023-01-29 01:54:30,Kościan,Silver
5467,Leonard,Hass,M,2003-10-26,2023-01-09 13:35:34,Kluczbork,Gold
5468,Iwo,Zyguła,M,1979-05-01,2023-12-06 03:40:57,Bełchatów,Silver
5469,Adrianna,Lejk,K,1974-12-18,2022-05-14 11:07:32,Bydgoszcz,Silver
5470,Artur,Bugla,M,1988-10-01,2022-03-13 11:31:26,Bochnia,Standard
5471,Marcelina,Pal,K,1957-04-22,2022-04-24 04:26:31,Wodzisław Śląski,Gold
5472,Sara,Pianka,K,2005-12-30,2022-04-18 01:14:13,Ostrów Mazowiecka,VIP
5473,Natan,Symonowicz,M,2004-10-08,2023-07-30 11:35:54,Marki,Silver
5474,Eliza,Kurach,K,1961-06-08,2023-12-06 18:06:21,Legnica,Standard
5475,Julianna,Tabak,K,2003-02-27,2022-04-01 17:38:15,Łomża,Standard
5476,Anna Maria,Białous,K,1988-11-13,2023-03-11 02:38:06,Gliwice,Silver
5477,Eryk,Wasil,M,2004-07-24,2022-06-11 01:21:59,Piekary Śląskie,Silver
5478,Gaja,Perczak,K,1985-02-21,2023-05-16 09:00:38,Radomsko,Standard
5479,Cyprian,Kiełek,M,1988-06-01,2022-05-09 03:36:16,Legionowo,Gold
5480,Adam,Kacperek,M,2006-12-19,2022-08-31 18:47:36,Gniezno,Standard
5481,Borys,Grys,M,1972-02-29,2023-11-02 16:15:57,Brodnica,Standard
5482,Mieszko,Plizga,M,1994-02-07,2022-11-17 12:30:27,Kutno,Silver
5483,Janina,Banek,K,2001-03-21,2023-08-21 04:23:18,Poznań,Standard
5484,Iwo,Jargieło,M,1958-12-29,2022-07-14 16:12:32,Oława,Silver
5485,Marianna,Uroda,K,1963-07-28,2022-11-29 07:26:22,Rybnik,Gold
5486,Robert,Zmarzły,M,1999-03-18,2023-06-10 18:39:28,Gorzów Wielkopolski,Gold
5487,Tymon,Godyń,M,1978-03-14,2022-06-14 09:15:36,Rybnik,Silver
5488,Anita,Tułacz,K,1955-05-25,2023-10-19 23:26:41,Ostrów Wielkopolski,Silver
5489,Inga,Dubis,K,1990-09-16,2023-06-22 10:26:53,Tarnowskie Góry,Standard
5490,Blanka,Wandzel,K,1988-03-04,2022-11-07 02:23:49,Wałbrzych,VIP
5491,Bianka,Sura,K,1969-06-30,2022-08-26 02:17:58,Żary,Standard
5492,Alan,Sadlak,M,2001-05-12,2022-07-10 09:39:07,Lublin,Silver
5493,Gaja,Ziemak,K,2000-07-28,2023-12-01 16:09:02,Wodzisław Śląski,Silver
5494,Mariusz,Czerniakiewicz,M,1966-02-21,2022-06-25 11:12:58,Jaworzno,Silver
5495,Ida,Fal,K,1997-04-19,2022-02-06 14:55:15,Łowicz,Silver
5496,Natasza,Jaźwiec,K,1966-10-17,2023-12-02 23:48:22,Wałcz,VIP
5497,Paweł,Kopiczko,M,1985-11-14,2023-07-17 17:02:01,Kielce,Silver
5498,Janina,Kiszczak,K,1999-01-08,2022-06-29 13:15:36,Lubartów,Standard
5499,Marianna,Zbróg,K,1998-08-17,2022-06-19 00:17:56,Kętrzyn,Silver
5500,Elżbieta,Tryka,K,1958-06-08,2023-06-12 00:00:00,Jawor,Standard
5501,Wojciech,Tryka,M,1975-01-01,2023-10-09 06:51:51,Żary,Standard
5502,Przemysław,Rzeźniczek,M,1959-01-11,2023-03-18 12:36:28,Świnoujście,Standard
5503,Inga,Konat,K,1952-10-05,2023-08-23 21:02:07,Marki,Silver
5504,Sonia,Furgał,K,1994-10-12,2022-11-21 21:59:35,Tarnobrzeg,Silver
5505,Przemysław,Judek,M,1973-12-04,2023-11-01 07:25:17,Wodzisław Śląski,Silver
5506,Róża,Kusztal,K,1952-04-09,2022-04-09 02:25:33,Kwidzyn,Standard
5507,Maciej,Joszko,M,1966-03-24,2022-06-08 11:42:33,Łódź,Gold
5508,Marcel,Dulewicz,M,1974-08-21,2023-01-24 05:31:30,Chrzanów,Gold
5509,Tobiasz,Haponiuk,M,2001-01-15,2023-11-12 20:58:52,Szczytno,Silver
5510,Malwina,Stachelek,K,1947-05-31,2023-02-14 16:38:05,Zgierz,Silver
5511,Ewa,Drobek,K,1969-06-01,2023-12-17 14:17:57,Chełm,Silver
5512,Borys,Iciek,M,1998-12-27,2022-08-22 05:07:25,Biłgoraj,Silver
5513,Nicole,Ciesielczyk,K,1961-06-12,2023-10-28 16:31:31,Tarnobrzeg,Standard
5514,Kaja,Czenczek,K,2001-01-05,2023-03-09 20:33:48,Pszczyna,Gold
5515,Julita,Karczmarek,K,1998-12-12,2022-09-23 00:27:20,Ostróda,Standard
5516,Aurelia,Mojsa,K,1949-07-01,2022-12-16 12:43:13,Police,Silver
5517,Ksawery,Fabiszak,M,1961-07-05,2022-12-31 17:05:44,Świnoujście,Standard
5518,Radosław,Szczypek,M,1969-08-28,2022-11-27 03:18:08,Kraśnik,Standard
5519,Dorota,Haraburda,K,1992-04-23,2022-01-02 06:20:03,Biała Podlaska,Gold
5520,Julian,Lang,M,2007-01-17,2022-03-18 20:36:43,Dzierżoniów,Silver
5521,Blanka,Hołubowicz,K,1985-02-20,2023-08-11 03:54:14,Knurów,Standard
5522,Julianna,Pietrak,K,1963-09-17,2023-01-26 01:04:16,Chojnice,Standard
5523,Wojciech,Rezler,M,1961-05-09,2022-08-27 14:25:02,Koło,Gold
5524,Maksymilian,Przewoźniak,M,2006-09-05,2022-03-13 10:30:50,Kwidzyn,Gold
5525,Angelika,Kozubal,K,1963-02-28,2022-03-19 18:21:33,Wałbrzych,Silver
5526,Olga,Słysz,K,1997-08-16,2023-12-27 20:58:24,Goleniów,VIP
5527,Agnieszka,Perlik,K,1989-05-09,2022-06-01 14:15:20,Lubin,Standard
5528,Olaf,Fura,M,2000-04-27,2023-04-14 04:04:01,Świdnica,Standard
5529,Ida,Kowaluk,K,1951-03-05,2022-09-04 14:09:20,Łódź,Standard
5530,Ewa,Siejak,K,1945-09-22,2023-09-15 09:59:22,Ząbki,Standard
5531,Monika,Masłoń,K,1962-05-25,2022-04-11 01:34:28,Jaworzno,Standard
5532,Sandra,Wolan,K,1966-10-27,2022-12-22 04:20:30,Piaseczno,Silver
5533,Maks,Salwin,M,1951-10-07,2023-01-02 16:28:06,Bielsko-Biała,Standard
5534,Monika,Melaniuk,K,1977-09-05,2023-05-28 04:44:25,Zambrów,VIP
5535,Kalina,Tolak,K,1959-08-28,2023-10-07 20:40:00,Lubliniec,Silver
5536,Kamila,Męcik,K,1970-06-02,2023-02-07 00:15:34,Grudziądz,Standard
5537,Emil,Tyma,M,2001-01-07,2022-02-26 01:21:17,Zambrów,Standard
5538,Tymoteusz,Zera,M,1990-01-22,2022-11-16 02:39:50,Siedlce,Standard
5539,Adam,Oleksa,M,1948-10-09,2023-06-04 00:57:41,Jasło,Standard
5540,Arkadiusz,Łusiak,M,1952-09-17,2022-06-21 01:36:33,Świdnica,Silver
5541,Karol,Sałuda,M,1978-03-10,2023-09-29 01:38:02,Iława,Standard
5542,Kalina,Dolega,K,1966-11-01,2022-12-13 22:14:44,Bochnia,Standard
5543,Eliza,Pikor,K,2003-08-15,2022-08-24 21:02:51,Piotrków Trybunalski,Gold
5544,Kajetan,Gogola,M,1951-08-09,2022-06-18 07:34:05,Sandomierz,Silver
5545,Antoni,Gasz,M,1945-06-05,2022-02-27 02:16:02,Warszawa,Standard
5546,Daniel,Kajak,M,1994-11-21,2022-10-27 13:33:36,Goleniów,VIP
5547,Filip,Podpora,M,2003-08-03,2022-12-18 08:34:04,Siedlce,Silver
5548,Elżbieta,Kniaź,K,1999-12-26,2022-03-08 05:35:28,Lubliniec,Standard
5549,Marika,Wdowczyk,K,1987-10-28,2022-06-30 16:58:39,Słupsk,Standard
5550,Patryk,Buczma,M,1949-06-24,2023-08-14 10:11:49,Skawina,Silver
5551,Gustaw,Sprawka,M,2005-09-11,2023-03-24 03:46:49,Pszczyna,Standard
5552,Paweł,Steckiewicz,M,1954-11-17,2022-06-26 18:28:32,Piła,Silver
5553,Sylwia,Borysiak,K,1973-11-20,2023-12-29 09:25:38,Oświęcim,Gold
5554,Ada,Wiese,K,1957-01-25,2022-10-22 16:01:47,Żary,Standard
5555,Klara,Podkowa,K,1983-02-17,2022-05-24 22:37:09,Lubartów,Silver
5556,Nicole,Wawrzyk,K,1997-09-05,2023-09-09 07:59:14,Białystok,Silver
5557,Sonia,Roszkiewicz,K,1981-09-10,2022-05-03 10:07:38,Koszalin,Silver
5558,Justyna,Samul,K,1963-07-27,2023-03-28 14:33:05,Szczecin,Gold
5559,Aurelia,Smal,K,1979-02-06,2023-10-13 20:11:46,Bochnia,Silver
5560,Bartek,Chwalisz,M,1993-04-14,2023-05-06 03:23:12,Wejherowo,Standard
5561,Krystian,Pierchała,M,1950-03-03,2022-02-22 09:00:39,Czeladź,Standard
5562,Roksana,Sado,K,1989-12-12,2023-02-23 15:52:03,Olkusz,Gold
5563,Julita,Bieszke,K,1969-07-29,2022-02-10 19:15:25,Koło,Silver
5564,Norbert,Wawrzynkiewicz,M,1954-02-13,2023-08-30 04:56:53,Łomża,Silver
5565,Maciej,Kuziora,M,1995-10-08,2023-01-16 21:39:28,Przemyśl,Silver
5566,Arkadiusz,Merda,M,1998-10-23,2023-11-01 23:55:53,Piła,Standard
5567,Ryszard,Bajko,M,1954-11-03,2022-06-09 14:30:06,Piastów,Standard
5568,Jędrzej,Strycharz,M,1948-12-15,2022-11-09 12:05:59,Oleśnica,Silver
5569,Klara,Waraksa,K,1968-12-26,2022-05-20 17:09:12,Gliwice,VIP
5570,Krystian,Bastek,M,1979-08-13,2023-10-25 16:13:28,Lębork,Standard
5571,Cyprian,Cierpisz,M,1976-12-05,2022-12-22 00:21:51,Tarnowskie Góry,Standard
5572,Albert,Jakubiuk,M,1967-10-23,2023-05-05 21:37:17,Sieradz,Standard
5573,Marianna,Kukuczka,K,1996-09-09,2022-09-22 05:02:25,Cieszyn,Standard
5574,Tomasz,Kostro,M,1993-09-04,2022-04-13 17:04:01,Starogard Gdański,VIP
5575,Igor,Ciepłuch,M,1955-03-30,2023-07-25 21:15:27,Luboń,Standard
5576,Kazimierz,Pleśniak,M,1986-05-16,2023-08-17 04:20:49,Czerwionka-Leszczyny,Silver
5577,Agnieszka,Klęk,K,1948-10-13,2023-09-22 09:02:38,Sieradz,Silver
5578,Hubert,Bełz,M,1956-09-30,2023-05-23 02:14:42,Radomsko,Silver
5579,Julian,Mikusek,M,1986-09-07,2022-03-20 10:06:15,Goleniów,Silver
5580,Aurelia,Rembisz,K,2006-10-18,2023-08-07 02:45:48,Swarzędz,Standard
5581,Aniela,Kurbiel,K,1974-05-26,2022-03-24 02:00:26,Zakopane,Standard
5582,Klara,Breguła,K,1991-10-05,2023-08-31 18:49:35,Wejherowo,Silver
5583,Mariusz,Buchalik,M,2000-01-10,2023-05-13 06:41:06,Swarzędz,Standard
5584,Andrzej,Doroszuk,M,1986-03-03,2023-07-21 12:09:17,Szczecinek,Standard
5585,Aurelia,Kościelak,K,1962-03-27,2022-09-06 03:08:12,Kwidzyn,Standard
5586,Anna Maria,Kukawka,K,1989-07-20,2023-11-10 17:35:36,Kalisz,Standard
5587,Franciszek,Dłubak,M,1981-06-09,2022-03-10 06:43:59,Koszalin,Standard
5588,Julianna,Bzymek,K,1964-11-25,2023-01-17 06:59:14,Bielawa,Silver
5589,Róża,Labocha,K,1954-06-23,2023-10-18 04:37:19,Ciechanów,Silver
5590,Alan,Tereszkiewicz,M,1946-05-06,2022-01-31 14:29:46,Białystok,Standard
5591,Sylwia,Giersz,K,1995-09-21,2023-02-22 18:47:47,Tczew,Silver
5592,Dagmara,Bobryk,K,1949-12-27,2023-11-25 06:37:46,Wodzisław Śląski,Silver
5593,Ada,Drop,K,2004-11-09,2022-08-03 12:20:35,Oświęcim,Gold
5594,Bartek,Kłoczko,M,1987-10-18,2022-04-19 20:37:30,Zawiercie,Silver
5595,Klara,Oleksak,K,1964-11-09,2023-04-09 06:41:41,Grudziądz,Standard
5596,Anita,Siewert,K,1978-01-31,2023-07-11 13:53:09,Chorzów,Gold
5597,Tymoteusz,Janasz,M,1948-05-18,2023-08-12 21:06:12,Ostrów Wielkopolski,Standard
5598,Filip,Młynarz,M,2002-04-17,2023-12-31 10:26:01,Jaworzno,Standard
5599,Kamila,Lepka,K,1964-06-13,2023-04-24 14:18:46,Jelenia Góra,Silver
5600,Gabriel,Skocz,M,2007-10-01,2023-10-18 16:02:17,Ełk,Standard
5601,Mikołaj,Szulczyk,M,1988-11-23,2022-04-29 11:29:12,Płock,Silver
5602,Paweł,Durlak,M,1951-10-21,2022-05-11 09:13:36,Puławy,Silver
